owner,is_accepted,score,last_activity_date,creation_date,answer_id,question_id,content_license,body,last_edit_date,posted_by_collectives,is_post_ai
"{'account_id': 18692731, 'reputation': 13, 'user_id': 13626719, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c09a9aeaf969fb1bef1b9bcc93acb835?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': '8Irbis8', 'link': 'https://stackoverflow.com/users/13626719/8irbis8'}",True,0,1669888122,1669888122,74639880,74615925,CC BY-SA 4.0,<pre><code>npm install graceful-fs </code></pre> <p>It resolve my problem.</p>,,,false
"{'account_id': 17959224, 'reputation': 1679, 'user_id': 13050564, 'user_type': 'registered', 'profile_image': 'https://i.sstatic.net/KA27N.jpg?s=256', 'display_name': 'fuziion_dev', 'link': 'https://stackoverflow.com/users/13050564/fuziion-dev'}",False,0,1669734426,1669734426,74616124,74615925,CC BY-SA 4.0,<p>Judging of your filepath's it seems like you are using MacOS. I have experienced this issue a few times on my macbook m1 silicone and was able to resolve this issue by installing Watchman. You can simply do that with the help of brew.</p> <p>First update brew;</p> <pre><code>brew update </code></pre> <p>then execute this command;</p> <pre><code>brew install watchman </code></pre> <p>Let me know if this solved your issue.</p>,,,false
"{'account_id': 24192403, 'reputation': 77, 'user_id': 18151453, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwK9w7aWvfMEKpHbAOXVRh-XYkyJ1hqpyzNe3vy=k-s256', 'display_name': 'Intra Preneur', 'link': 'https://stackoverflow.com/users/18151453/intra-preneur'}",True,0,1669735016,1669735016,74616266,74615875,CC BY-SA 4.0,"<p>I solved in in the router itself:</p> <pre><code>        <Route           path={`${LocalRoutes.summary}/:id`}           element={<Summary/>}         />         <Route path={LocalRoutes.summary} element={<Navigate to=""/home"" />} /> </code></pre>",,,false
"{'account_id': 22393683, 'reputation': 130, 'user_id': 16605279, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhKwkuVMdthu5tth3tZKXk012VrUxygyWSYpP_7Wg=k-s256', 'display_name': 'Pankaj Shrivastava', 'link': 'https://stackoverflow.com/users/16605279/pankaj-shrivastava'}",False,0,1669733654,1669733654,74615959,74615875,CC BY-SA 4.0,"<pre><code>import {Redirect} from ""react-router-dom""  if(!id){ return <Redirect to=""/"" /> } </code></pre>",,,false
"{'account_id': 27054753, 'reputation': 1, 'user_id': 20607633, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu0LkLtIN0_2ccZhy2Uv0XV1DUi9NEzj0B6uXSNV=k-s256', 'display_name': 'saurav Bhooriya 041', 'link': 'https://stackoverflow.com/users/20607633/saurav-bhooriya-041'}",False,0,1669891084,1669774396,74622165,74615680,CC BY-SA 4.0,"<p>I simply initialized using <code>myCriteria</code> and put three objects in it, in form of an array</p> <pre><code> var myFieldStatusDropdown = [     {         code: 'Select',         value: 'Select'     }, {         code: 'AA',         value: 'A 1'     }, {         code: 'BB',         value: 'B 1'     } ]   const [myCriteria, setMyCriteria] = useState({     myFieldStatusDropdown: myFieldStatusDropdown,     selectedMyFieldStatus: myFieldStatusDropdown[1] }); </code></pre> <p>then I use <code>setMyCriteria</code> to update the <code>myCriteria</code></p> <pre><code> setMyCriteria({     ...myCriteria,     selectedMyFieldStatus: myFieldStatusDropdown[0] },[myCriteria]); </code></pre>",1669891084.0,,false
"{'account_id': 7142980, 'reputation': 344827, 'user_id': 5459839, 'user_type': 'registered', 'profile_image': 'https://i.sstatic.net/lUUgh.png?s=256', 'display_name': 'trincot', 'link': 'https://stackoverflow.com/users/5459839/trincot'}",True,0,1669736924,1669736924,74616708,74615665,CC BY-SA 4.0,"<p>You could use a recursive function. First create a map keyed by the data for the first key, associating a group object with <code>nodes</code> and <code>hours</code> properties, and then populate the nodes and sum up the hours.</p> <p>Then repeat in recursion for those (smaller) node arrays. The recursion stops when there are no more keys to group by.</p> <p>Here is an implementation:</p> <p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">  <div class=""snippet-code"">  <pre class=""snippet-code-js lang-js prettyprint-override""><code>function groupAndSum(data, [key, ...keys]) {     if (key === undefined) return data;     const groups = new Map(data.map(o => [o[key], { name: o[key], hours: 0, nodes: [] }]));     for (const o of data) {         const parent = groups.get(o[key]);         parent.nodes.push(o);         parent.hours += o.hours;     }     for (const o of groups.values()) o.nodes = groupAndSum(o.nodes, keys);     return [...groups.values()]; }  // Your example data const data = [{id: 1,activity: 'Activity 1',workplace: 'Workplace 1',machine: 'Machine 1',error: 'Error 1',number: 'Doc number 1',hours: 4,}, {id: 2,activity: 'Activity 1',workplace: 'Workplace 1',machine: 'Machine 2',error: 'Error 2',number: 'Doc number 2',hours: 3,}, {id: 3,activity: 'Activity 2',workplace: 'Workplace 2',machine: 'Machine 3',error: 'Error 3',number: 'Doc number 3',hours: 3,}, {id: 4,activity: 'Activity 2',workplace: 'Workplace 3',machine: 'Machine 4',error: 'Error 4',number: 'Doc number 4',hours: 6,}];  const result = groupAndSum(data, [""activity"", ""workplace""]); console.log(result);</code></pre>  </div>  </div>  </p>",,,false
"{'account_id': 13468738, 'reputation': 7423, 'user_id': 9718056, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ee99b210db5777e5e0a69aaa025cd461?s=256&d=identicon&r=PG', 'display_name': 'Arkellys', 'link': 'https://stackoverflow.com/users/9718056/arkellys'}",True,8,1669962280,1669962280,74651669,74615631,CC BY-SA 4.0,"<p>I will make a guess here. According to the discussions on <a href=""https://github.com/nodejs/node/issues/40702"" rel=""noreferrer"">this issue</a> on GitHub, Node 17 introduced a breaking change that might trigger the error you get:</p> <pre><code>Error connecting to TCP host:localhost port:3000 Error: connect ECONNREFUSED ::1:3000 </code></pre> <p>Adding <code>127.0.0.1</code> to your script should work:</p> <pre><code>""electron:start"": ""wait-on tcp:127.0.0.1:3000 && electron ."" </code></pre>",,,false
"{'account_id': 2364698, 'reputation': 1, 'user_id': 5133575, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/290e5e04dc12e8191bf561ea9e1bf4a6?s=256&d=identicon&r=PG', 'display_name': 'lawrensm', 'link': 'https://stackoverflow.com/users/5133575/lawrensm'}",False,0,1679604015,1679604015,75827800,74615629,CC BY-SA 4.0,<p>Upgrade to the latest version of the library (1.3.0 or greater) and this is fixed.</p>,,,false
"{'account_id': 240809, 'reputation': 3337, 'user_id': 511250, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://i.sstatic.net/AIeWn.jpg?s=256', 'display_name': 'Todd Sharp', 'link': 'https://stackoverflow.com/users/511250/todd-sharp'}",False,0,1670853878,1670853878,74772266,74615629,CC BY-SA 4.0,"<p>I'm assuming that you are using React for this application (since I have seen this issue myself with React). If so, for now, you'll have to produce your production build with the following command:</p> <p><code>npm run build -- --profile</code></p> <p>To workaround an issue with the way function names are minified.</p>",,,false
"{'account_id': 43711, 'reputation': 10383, 'user_id': 127888, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://i.sstatic.net/K3GiK.png?s=256', 'display_name': 'Scott Baker', 'link': 'https://stackoverflow.com/users/127888/scott-baker'}",True,1,1669735568,1669734085,74616048,74615622,CC BY-SA 4.0,"<p>I found that I need to use the ""previous state"" overload of <code>setState</code>, and use it to populate the ""missing"" properties:</p> <pre><code>parameterizedFunc(name: string, value: Moment){   if (condition){     this.setState(prevState => {...prevState, [name]:value});   } else {     this.setState(prevState => {...prevState, [name]:undefined});   } } </code></pre>",1669735568.0,,false
"{'account_id': 11735486, 'reputation': 644, 'user_id': 8589377, 'user_type': 'registered', 'profile_image': 'https://i.sstatic.net/WAeIi.jpg?s=256', 'display_name': 'Lucas Arcanjo', 'link': 'https://stackoverflow.com/users/8589377/lucas-arcanjo'}",False,0,1669740115,1669740115,74617373,74615539,CC BY-SA 4.0,"<p>In browser environments, you can work with COM Ports using the <a href=""https://developer.mozilla.org/en-US/docs/Web/API/Web_Serial_API"" rel=""nofollow noreferrer"">Web Serial API</a>, but you can notice that API is experimental (not working for all browsers). If you need something more solid, maybe a web application won't meet your needs.</p> <p>The React choice itself does not change much for using the Serial API. You can check <a href=""https://stackoverflow.com/questions/68806607/using-web-serial-with-reactjs"">this question</a> to get more info about the specific API with React.</p>",,,false
"{'account_id': 1405688, 'reputation': 7305, 'user_id': 1333479, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8ad62a25686796c42fedbe3ddedce1f1?s=256&d=identicon&r=PG', 'display_name': 'Fran&#231;ois Zaninotto', 'link': 'https://stackoverflow.com/users/1333479/fran%c3%a7ois-zaninotto'}",True,1,1669916064,1669916064,74645951,74615394,CC BY-SA 4.0,"<p>You have to watch for the actual form data using <a href=""https://react-hook-form.com/api/usewatch"" rel=""nofollow noreferrer"">react-hook-form's <code>useWatch</code> </a> or <a href=""https://marmelab.com/react-admin/Inputs.html#hiding-inputs-based-on-other-inputs"" rel=""nofollow noreferrer"">react-admin's <code><FormDataConsumer></code></a>, and use that data in your <code>disableAdd</code> prop.</p> <p>Something like (not tested):</p> <pre><code>const SetsEdit = (props:any) => (     <EditGuesser {...props}>         <InputGuesser source=""name"" />         <FormDataConsumer>              {({ formData }) => (                 <ArrayInput source=""field"">                     <SimpleFormIterator inline disableAdd={disableAdd(formData)}>                         <TextInput source=""name"" helperText={false} />                         <TextInput source=""value"" helperText={false} />                     </SimpleFormIterator>                 </ArrayInput>              )}         </FormDataConsumer>     </EditGuesser> ); </code></pre>",,,false
"{'account_id': 27093211, 'reputation': 1, 'user_id': 20640709, 'user_type': 'registered', 'profile_image': 'https://i.sstatic.net/ZAdGF.png?s=256', 'display_name': 'TeamEasyManage', 'link': 'https://stackoverflow.com/users/20640709/teameasymanage'}",False,0,1669783792,1669783458,74622988,74615380,CC BY-SA 4.0,"<p>Option 1) Use some Graphql server: Apollo Layering GraphQL on top of REST Details here <a href=""https://www.apollographql.com/blog/backend/layering-graphql-on-top-of-rest/"" rel=""nofollow noreferrer"">https://www.apollographql.com/blog/backend/layering-graphql-on-top-of-rest/</a> Or Hasura has ability to setup GraphQL to fetch data from REST APIs</p> <p>Option 2) For coding yourself, Use EasyManage (Free Plan) to generate Free GraphQL APIs and REST APIs on required schema and internally customize graphql resolver to fetch data from REST API: example here:</p> <p>GrpahQL Resolver:</p> <pre><code>    @QueryMapping public List<DgproductinventoryviewTblRec> DgproductinventoryviewTblRecViewAll()       throws Exception      {        List<DgproductinventoryviewTblRec> DgproductinventoryviewTblRecList = new ArrayList<DgproductinventoryviewTblRec>();      try {            DgproductinventoryviewTblRec1Repository.findAll().forEach(DgproductinventoryviewTblRecList::add);                  } catch (Exception e) {          System.out.println(""Error: Exception:  ""+e.getMessage());          //e.printStackTrace(System.out);          throw new Exception(e.getMessage());      }      return DgproductinventoryviewTblRecList;  }  </code></pre> <p>Customize above resolver as per below to fetch from REST API (Note: Class names are different, this is code suggestion only):</p> <pre><code>        //Get from 1st Db         InventoryTblRec1Repository.findAll().forEach(InventoryTblRecList::add);          //InventoryTblRec1Repository.findByColumnName(columnVal).forEach(InventoryTblRecList::add);           //----------------------------------------------------------------------------         //Get from 2nd Db         String get_state = ""http://127.0.0.1:9085/emdbrest/inventory/ViewAll"";         WebClient webClient1 = WebClient.builder().baseUrl(get_state)         .defaultHeader(HttpHeaders.CONTENT_TYPE, MediaType.APPLICATION_JSON_VALUE).build();           Mono<List<InventoryTblRec>> response =         webClient1.get()         .header(HttpHeaders.CONTENT_TYPE, MediaType.APPLICATION_JSON_VALUE).retrieve()         .bodyToMono(new ParameterizedTypeReference<List<InventoryTblRec>>() {});                  List<InventoryTblRec> getListInventoryTblRec = response.block();          getListInventoryTblRec.forEach(InventoryTblRecList::add);         //---------------------------------------------------------------------------- </code></pre> <p>The code can be downloaded then customized and packaged/run as jar graphql service.</p>",1669783792.0,,false
"{'account_id': 26711879, 'reputation': 391, 'user_id': 20317091, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/237cf7e5a4431380b79f62dd97e35d97?s=256&d=identicon&r=PG', 'display_name': 'Tim', 'link': 'https://stackoverflow.com/users/20317091/tim'}",False,1,1669749848,1669749848,74619262,74615380,CC BY-SA 4.0,"<p>Generally, it is easier to make queries to a REST API in the traditional RESTful manner and GraphQl only to GraphQL. However, I'm going to assume that in your case, you have a GraphQL server running and you are trying to query a public API that is only available using REST.  There are a few different ways to do this, but both require some knowledge of the data schema which you are querying.</p> <p>If you want to do this client-side, you can make a typical REST query using axios, fetch, got, or whatever other HTTP agent you prefer and incorporate that data in the UI with your GraphQL data. <a href=""https://www.apollographql.com/docs/react/local-state/local-resolvers#querying-local-state"" rel=""nofollow noreferrer"">Apollo Client</a> offers an option to distinguish data not from the GraphQL API by including <code>@client</code> on specific fields in your query. This helps maintain the cache and keep your global schema in sync.</p> <p>If you already have a GraphQL server running, you need to define a custom schema and resolvers to match the data fetched from the REST API. Here is a very small example using <code>express-graphql</code> to create a GraphQL endpoint using the SpaceX REST API.</p> <pre><code>const {   GraphQLObjectType,   GraphQLInt,   GraphQLString,   GraphQLBoolean,   GraphQLList,   GraphQLSchema } = require('graphql');  // Launch Type const LaunchType = new GraphQLObjectType({   name: 'Launch',   fields: () => ({     flight_number: { type: GraphQLInt },     mission_name: { type: GraphQLString },     launch_year: { type: GraphQLString },     launch_date_local: { type: GraphQLString },     launch_success: { type: GraphQLBoolean }   }) });  const LaunchQuery = new GraphQLObjectType({  name: 'LaunchQueryType',  fields: {   launches: {    type: new GraphQLList(LaunchType),     resolve(parent, args) {      return axios      .get('https://api.spacexdata.com/v4/launches')      .then(res => res.data);      }     }    } });  module.exports = new GraphQLSchema({query: LaunchQuery}); </code></pre> <p>You could then incorporate this with your other resolvers to complete your GraphQL endpoint.</p>",,,false
"{'account_id': 2432151, 'reputation': 1731, 'user_id': 2122822, 'user_type': 'registered', 'profile_image': 'https://i.sstatic.net/RNpbU.jpg?s=256', 'display_name': 'Azzy', 'link': 'https://stackoverflow.com/users/2122822/azzy'}",False,1,1669732303,1669731426,74615478,74615375,CC BY-SA 4.0,"<p>You can try using debounce from lodash</p> <pre><code>import { debounce, filter, get, join, map } from 'lodash'; </code></pre> <p>Simpler version which uses on the setter</p> <pre><code>  const debouncedOnChange = useCallback(          debounce((event: React.ChangeEvent<HTMLInputElement>) => {             event.preventDefault();              setSearchParams(                { country: event.target.value }             );           }, 300), []); </code></pre> <p>If you need to refer other varaibles in handle search, you can useRef</p> <pre><code>const handleOnChange = (event: React.ChangeEvent<HTMLInputElement>) => {     event.preventDefault();      setSearchParams(       { country: event.target.value }     ); };    const searchRef = useRef(handleOnChange);   searchRef.current = handleOnChange;    const debouncedOnChange = useCallback(debounce(searchRef.current, 300), []); </code></pre> <p>you can try use <code>debouncedOnChange</code> in place of handleOnChange</p> <p>Hope it helps you</p>",1669732303.0,,false
"{'account_id': 15719534, 'reputation': 2027, 'user_id': 11342834, 'user_type': 'registered', 'profile_image': 'https://i.sstatic.net/Zd1dC.jpg?s=256', 'display_name': 'Amirhossein', 'link': 'https://stackoverflow.com/users/11342834/amirhossein'}",True,0,1669730815,1669730815,74615349,74615213,CC BY-SA 4.0,"<p>It's because <strong>div</strong> element does not have any of these attributes (padding or gap or etc).</p> <p>You should remove {...props} part in your code. So it would be like this:</p> <pre class=""lang-js prettyprint-override""><code>function Box (props: BoxProps) {     return <div className={clsx(         'flexbox',         props.column && 'column',         props.stretch && 'stretch',         props.padding && 'padding',         props.flex && 'flex',         props.clickable && 'clickable',         props.gap && 'gap',         props.className     )} /> } </code></pre>",,,false
"{'account_id': 1308874, 'reputation': 66, 'user_id': 1257303, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3826893e2b18a6a45b74d849a7620b7a?s=256&d=identicon&r=PG', 'display_name': 'lawrence', 'link': 'https://stackoverflow.com/users/1257303/lawrence'}",False,2,1669815185,1669733746,74615980,74615093,CC BY-SA 4.0,"<p>i found a mistake in your code ,you should pass type:success this way:</p> <pre><code>toast.show(""Hello World"",{type:""success""}) </code></pre>",1669815185.0,,false
"{'account_id': 2432151, 'reputation': 1731, 'user_id': 2122822, 'user_type': 'registered', 'profile_image': 'https://i.sstatic.net/RNpbU.jpg?s=256', 'display_name': 'Azzy', 'link': 'https://stackoverflow.com/users/2122822/azzy'}",False,0,1669730550,1669730550,74615301,74615028,CC BY-SA 4.0,"<p>you might want to use a ref to mouseEvent function to refer the lastest values</p> <pre><code>const onMouseDown = (e) => {     const pos = e.target.getStage().getPointerPosition();     // use functional updater     setLines(l => [       ...l,       {         tool: activeTool,         color: toolOptions.brush.color,         size: toolOptions.brush.size,         points: [pos.x, pos.y],       },     ]);   };  const onMouseDownRef = useRef(onMouseDown) onMouseDownRef.current = onMouseDown;  useImperativeHandle(     ref,     () => ({       onMouseDown: (e) => { onMouseDownRef.current(e) },     }),     [lines]   ); </code></pre> <p>If this wroks, I will provide some explanation</p>",,,false
"{'account_id': 17938727, 'reputation': 125, 'user_id': 13034524, 'user_type': 'registered', 'profile_image': 'https://i.sstatic.net/0CVxM.jpg?s=256', 'display_name': 'Joca', 'link': 'https://stackoverflow.com/users/13034524/joca'}",True,0,1670332746,1670330251,74702648,74614925,CC BY-SA 4.0,<p>So I finally resolved the error. I noticed it was an error relating to typescript so I had to tackle the lines of codes pointing to the error</p> <p>Below is the correct version</p> <pre><code>function setPrinterFriendly(api) { const eGridDiv = document.querySelector<HTMLElement>('#myGrid'); eGridDiv.style.height = ''; api.setDomLayout('print'); } function setNormal(api) { const eGridDiv = document.querySelector<HTMLElement>('#myGrid'); eGridDiv.style.width = '1100px'; eGridDiv.style.height = '500px'; api.setDomLayout(null); } </code></pre>,1670332746.0,,false
"{'account_id': 24131183, 'reputation': 171, 'user_id': 18098772, 'user_type': 'registered', 'profile_image': 'https://i.sstatic.net/l5uR7.jpg?s=256', 'display_name': 'Aliirezaesm921', 'link': 'https://stackoverflow.com/users/18098772/aliirezaesm921'}",False,3,1700315091,1700314384,77507114,74614922,CC BY-SA 4.0,"<p>With 'use client' whole your file become CSR If you don't want that, Use this solution:</p> <p>1.Create file named by : Carousel.tsx</p> <p>2.Write this code below:</p> <pre><code>'use client' import { Carousel } from ""react-responsive-carousel"";  export default Carousel; </code></pre> <p>3.Then in your file:</p> <pre><code> import Carousel from ./Carousel; </code></pre> <p>Now it's work on server-side and only Carousel is in CSR</p>",1700315091.0,,false
"{'account_id': 17314494, 'reputation': 1053, 'user_id': 12541301, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mB37E13a1SzSY2JYvooBADgYREY2IcC8bw1PEaZug=k-s256', 'display_name': 'Shakil- The Coding monster', 'link': 'https://stackoverflow.com/users/12541301/shakil-the-coding-monster'}",False,0,1689810549,1689810549,76725846,74614922,CC BY-SA 4.0,"<p>For react-responsive-carousel use ""use client""</p> <p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">  <div class=""snippet-code"">  <pre class=""snippet-code-js lang-js prettyprint-override""><code>""use client"" import React from 'react' import { Carousel } from 'react-responsive-carousel'; import sliderImg_1 from '../images/slider/sliderImg_1.jpg'; import sliderImg_2 from '../images/slider/sliderImg_2.jpg'; import sliderImg_3 from '../images/slider/sliderImg_3.jpg'; import sliderImg_4 from '../images/slider/sliderImg_4.jpg' import Image from 'next/image';  const Banner = () => {   return (     <Carousel>                 <div>                     <Image src={sliderImg_1} alt=""slider-1"" />                     <p className=""legend"">Legend 1</p>                 </div>                 <div>                     <Image src={sliderImg_2} alt=""slider-2"" />                     <p className=""legend"">Legend 2</p>                 </div>                 <div>                     <Image src={sliderImg_3} alt=""slider-3""/>                     <p className=""legend"">Legend 3</p>                 </div>                 <div>                     <Image src={sliderImg_4} alt=""slider-4""/>                     <p className=""legend"">Legend 3</p>                 </div>             </Carousel>   ) }  export default Banner</code></pre>  </div>  </div>  </p>",,,false
"{'account_id': 29003494, 'reputation': 1, 'user_id': 22216598, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AAcHTtc7p2B94CiudA2B_YG8k7lT0MgGv8CK0YFk_c3bk9q-=k-s256', 'display_name': 'usama ijaz', 'link': 'https://stackoverflow.com/users/22216598/usama-ijaz'}",False,-1,1689174339,1689174255,76672016,74614922,CC BY-SA 4.0,"<p>this same issue faces me so in Next Js 13 the of components write ""use Client"" word into String solve this problem</p> <p>""use client""</p> <pre><code>""use client""     import Image from 'next/image'     import ReactPlayer from 'react-player'     import { Carousel } from 'react-responsive-carousel';     import 'react-responsive-carousel/lib/styles/carousel.min.css';          export default function Home() {       return (         <main className=""flex min-h-screen flex-col items-center justify-between p-24"">         <Carousel           autoPlay           infiniteLoop           showStatus={false}                   interval={5000}         >           <div>             <Image src='/image1.jpg' width={20} height={30} />           </div>           <div>             <Image src='/image2.jpg' width={20} height={30}/>           </div>         </Carousel>    </main>       )     } </code></pre>",1689174339.0,,false
"{'account_id': 17727156, 'reputation': 1162, 'user_id': 12870601, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2728145277262555/picture?type=large', 'display_name': 'Fu Nian Wong', 'link': 'https://stackoverflow.com/users/12870601/fu-nian-wong'}",False,3,1685080299,1685079688,76337935,74614922,CC BY-SA 4.0,"<p>Starting from Next.js 13, all the pages inside <code>app</code> directory by default will be <code>Server Component</code>.</p> <p><code>Server Component</code> does not allow the interactive and event listener (<code>onClick</code>, <code>onChange</code> and so on) & use state and lifecycle effect (<code>useState</code>, <code>useEffect</code> and so on).</p> <p>The reason why <code>react-responsive-carousel</code> cannot be used might be the library using <code>useState</code> or <code>useEffect</code> internally or onClick and onChange event listener.</p> <p>Next.js official <a href=""https://nextjs.org/docs/getting-started/react-essentials#when-to-use-server-and-client-components"" rel=""nofollow noreferrer"">documentation</a> have indicated when to use <code>Server Component</code> and <code>Client Component</code></p>",1685080299.0,,false
"{'account_id': 3808797, 'reputation': 3614, 'user_id': 3160397, 'user_type': 'registered', 'accept_rate': 33, 'profile_image': 'https://www.gravatar.com/avatar/c65ff8754c5b98b1415cb6759970c16c?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'RC_02', 'link': 'https://stackoverflow.com/users/3160397/rc-02'}",False,46,1684519007,1684519007,76291462,74614922,CC BY-SA 4.0,"<p>Adding <code>use client</code> worked for me. Here is code snippet. I am using Next.js 13 and Typescript</p> <pre><code>'use client' import React from 'react' import { Carousel } from 'react-responsive-carousel'  type Props = {}  function Banner({}: Props) {   return (     <div className='relative'>         <Carousel             autoPlay             infiniteLoop             showStatus={false}             showThumbs={false}             interval={5000}         >             <div>                 <img loading='lazy' src="""" alt='' />             </div>             <div>                 <img loading='lazy' src="""" alt='' />             </div>             <div>                 <img loading='lazy' src="""" alt='' />             </div>          </Carousel>     </div>   )  } export default Banner </code></pre>",,,false
"{'account_id': 26472564, 'reputation': 21, 'user_id': 21311008, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/ACNPEu_oa36aCYM_WTabZJVyAulIFi-TiZvCvIUkJhuV=k-s256', 'display_name': 'Rodrigo Sakae', 'link': 'https://stackoverflow.com/users/21311008/rodrigo-sakae'}",False,2,1684002828,1684002828,76244330,74614922,CC BY-SA 4.0,"<p>I just got Next.js and react-responsive-carousel to work together by inserting ""use client"" on the top of your carousel component.</p> <p>This is what yours should look like to get to work:</p> <pre><code>'use client'; import React from 'react'; import Image from 'next/image'; import { Carousel } from 'react-responsive-carousel'; import 'react-responsive-carousel/lib/styles/carousel.min.css';  export default function MyCarousel() {   return (     <Carousel       autoPlay       infiniteLoop       showStatus={false}       showIndicators={false}       showThumbs={false}       interval={5000}     >       <div>         <img src='/image1.jpg' />       </div>       <div>         <img src='/image2.jpg' />       </div>     </Carousel>   ); } </code></pre>",,,false
"{'account_id': 7571482, 'reputation': 156, 'user_id': 5745222, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ba56233c16d2d513c852da6e28a6deef?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Jimmy Nsenga', 'link': 'https://stackoverflow.com/users/5745222/jimmy-nsenga'}",False,10,1674941244,1674941244,75271013,74614922,CC BY-SA 4.0,"<p>It seems that the react component in which the Carousel component is being used should be a client component and not a server component. This is done using the directive ""use client"". In React 18, components inside in the app directory are by default server components.</p> <p>It is not clear why it is not working from a server component. Probably best create an issue on their github project <a href=""https://github.com/leandrowd/react-responsive-carousel/issues"" rel=""noreferrer"">https://github.com/leandrowd/react-responsive-carousel/issues</a></p>",,,false
"{'account_id': 3836295, 'reputation': 13172, 'user_id': 3180489, 'user_type': 'registered', 'profile_image': 'https://i.sstatic.net/wUvWV.jpg?s=256', 'display_name': 'Steve G', 'link': 'https://stackoverflow.com/users/3180489/steve-g'}",True,1,1669750037,1669749324,74619165,74614890,CC BY-SA 4.0,"<p>Assuming you want to use <code>styled</code> components, you can just override the selectors. For example:</p> <pre><code>const StyledMenuItem = styled(MenuItem)<MenuItemProps>(({ theme }) => ({   ""&:hover"": {     backgroundColor: ""green"" // Hovered, non-selected item   },   ""&:first-of-type"": {     backgroundColor: ""aqua"" // Wasn't clear -- is this what you're looking to do when you say ""first""?   },   ""&.Mui-selected"": {     backgroundColor: ""red"", // Selected, but not-hovered item     ""&:hover"": {       backgroundColor: ""yellow"" // Selected and hovered item     },   } })); </code></pre> <p><em>(The question was a bit unclear to me, so I just styled all basic options.)</em></p> <p>Which produces:</p> <p><a href=""https://i.sstatic.net/frASN.png"" rel=""nofollow noreferrer""><img src=""https://i.sstatic.net/frASN.png"" alt=""No items selected but first item is styled"" /></a></p> <p>Working CodeSandbox: <a href=""https://codesandbox.io/s/beautiful-swartz-9k6nnx?file=/demo.tsx"" rel=""nofollow noreferrer"">https://codesandbox.io/s/beautiful-swartz-9k6nnx?file=/demo.tsx</a></p> <p>As for inspecting the element to see the applied classes, in Chrome:</p> <ol> <li>Open the Select on mui.com's site.</li> <li>Right-click on the element that you want to inspect and choose ""Inspect"".</li> <li>In Chrome Dev Tools, right-click on the element and choose ""Force State"" > "":hover"" (or whatever other state you want to force).</li> </ol> <p>For example: <a href=""https://i.sstatic.net/IEtl8.jpg"" rel=""nofollow noreferrer""><img src=""https://i.sstatic.net/IEtl8.jpg"" alt=""enter image description here"" /></a></p>",1669750037.0,,false
"{'account_id': 26006899, 'reputation': 15, 'user_id': 19716489, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ffa6cf8c81fd99e08798d49eace7ae02?s=256&d=identicon&r=PG', 'display_name': 'VVSC', 'link': 'https://stackoverflow.com/users/19716489/vvsc'}",False,0,1669830893,1669830893,74632163,74614886,CC BY-SA 4.0,<p>the solution  that did it for  me was downgrading to swiper@6.8.0</p>,,,false
"{'account_id': 27085076, 'reputation': 126, 'user_id': 20633709, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu2xQwpIoEUgfcUpeStF7j5okk3dbc1zCvu_YBIM=k-s256', 'display_name': 'Emre Yılmaz', 'link': 'https://stackoverflow.com/users/20633709/emre-y%c4%b1lmaz'}",True,0,1669776100,1669732015,74615604,74614807,CC BY-SA 4.0,"<p>cors should be added to the backend:</p> <pre><code>npm install cors  var express = require('express') var cors = require(""cors"") var app = express() app.use(cors()) </code></pre>",1669776100.0,,false
