tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,is_post_ai
"['reactjs', 'typescript', 'react-router-dom']","{'account_id': 28338106, 'reputation': 1, 'user_id': 21671545, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/227027aed874b890b95383b4958c721e?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Ira ', 'link': 'https://stackoverflow.com/users/21671545/ira'}",False,71,,1,0,1727933775,1727927479,1727933775.0,79049061,CC BY-SA 4.0,https://stackoverflow.com/questions/79049061/how-to-prevent-user-from-navigating-to-another-page,How to prevent user from navigating to another page,,,true
"['java', 'reactjs', 'spring-mvc', 'microservices', 'spring-cloud']","{'account_id': 35285131, 'reputation': 1, 'user_id': 27100461, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0117f12f1a7648f99792446c74e69ad4?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'GooseTech', 'link': 'https://stackoverflow.com/users/27100461/goosetech'}",False,21,,1,0,1727984686,1727926067,1727930114.0,79049029,CC BY-SA 4.0,https://stackoverflow.com/questions/79049029/refactoring-a-spring-mvc-application-using-spring-cloud-api-gate,Refactoring a Spring MVC application using Spring Cloud API Gate,,,true
"['reactjs', 'react-native', 'geolocation', 'location']","{'account_id': 36169065, 'reputation': 1, 'user_id': 27599712, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/adf9daa6ad8376025c7048cc3459387e?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Ryan', 'link': 'https://stackoverflow.com/users/27599712/ryan'}",False,28,,1,0,1727942932,1727922468,,79048960,CC BY-SA 4.0,https://stackoverflow.com/questions/79048960/what-is-a-currently-working-solution-for-react-native-accessing-location,What is a currently working solution for React Native accessing location?,,,true
"['javascript', 'reactjs', 'react-hooks']","{'account_id': 5465579, 'reputation': 854, 'user_id': 4346485, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://i.sstatic.net/2T4ZqUM6.png?s=256', 'display_name': 'Thusithz', 'link': 'https://stackoverflow.com/users/4346485/thusithz'}",True,72,79048903.0,1,-1,1727933284,1727919463,1727933284.0,79048884,CC BY-SA 4.0,https://stackoverflow.com/questions/79048884/why-is-my-component-re-rendering-even-though-custom-hook-values-arent-changing,Why is my component re-rendering even though custom hook values aren&#39;t changing?,,,true
"['reactjs', 'forms']","{'account_id': 23370939, 'reputation': 1, 'user_id': 17441803, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e5723afedd23ea63e8af702796f29e47?s=256&d=identicon&r=PG', 'display_name': 'itsherculiz', 'link': 'https://stackoverflow.com/users/17441803/itsherculiz'}",True,35,79048917.0,1,-1,1727920980,1727917482,,79048847,CC BY-SA 4.0,https://stackoverflow.com/questions/79048847/i-am-trying-to-create-a-task-manager-with-react-i-am-having-issues-displaying-m,I am trying to create a task manager with react. I am having issues displaying my task after submission,,,true
"['javascript', 'reactjs', 'react-hooks', 'material-ui']","{'account_id': 13158972, 'reputation': 49, 'user_id': 9505171, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg?sz=256', 'display_name': 'Gabriel Chan', 'link': 'https://stackoverflow.com/users/9505171/gabriel-chan'}",True,95,79049252.0,2,1,1727934229,1727911245,1727917558.0,79048716,CC BY-SA 4.0,https://stackoverflow.com/questions/79048716/how-to-enable-a-button-when-every-checkbox-in-a-table-is-checked,How to enable a button when every checkbox in a table is checked,,,true
"['reactjs', 'three.js', 'react-three-fiber', 'react-three-drei']","{'account_id': 29626308, 'reputation': 11, 'user_id': 22705946, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ACg8ocLTyaGnA5pFdAg9W4U65SNpCrPim8gnh09sTlhs9KVo=k-s256', 'display_name': 'Marcos Carvalho', 'link': 'https://stackoverflow.com/users/22705946/marcos-carvalho'}",False,29,,0,0,1727906488,1727906488,,79048584,CC BY-SA 4.0,https://stackoverflow.com/questions/79048584/effect-composer-doesnt-work-along-with-views-in-react-three-fiber,Effect Composer doesn&#39;t work along with Views in React Three Fiber,,,true
"['reactjs', 'forms', 'file-upload', 'multipartform-data', 'remix.run']","{'account_id': 17296550, 'reputation': 1, 'user_id': 12527092, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7827d12cec4991c81fdc364b03ce5b9f?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Kile', 'link': 'https://stackoverflow.com/users/12527092/kile'}",False,36,,0,-1,1727910361,1727905129,1727910361.0,79048539,CC BY-SA 4.0,https://stackoverflow.com/questions/79048539/how-to-pass-a-file-from-one-form-submission-to-another-in-remix,How to pass a file from one form submission to another in Remix,,,true
"['reactjs', 'markdown', 'react-markdown']","{'account_id': 443053, 'reputation': 35829, 'user_id': 834045, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.sstatic.net/vpxna.jpg?s=256', 'display_name': 'Kousha', 'link': 'https://stackoverflow.com/users/834045/kousha'}",False,34,,0,0,1727903603,1727903603,,79048490,CC BY-SA 4.0,https://stackoverflow.com/questions/79048490/react-markdown-newline-list-not-working-nicely-together,React-markdown newline + list not working nicely together,,,true
"['javascript', 'css', 'reactjs', 'next.js', 'antd']","{'account_id': 28323039, 'reputation': 11, 'user_id': 21658498, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/94c04e5a99a39dbb9366a31493e1e53a?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Hammad Qurashi', 'link': 'https://stackoverflow.com/users/21658498/hammad-qurashi'}",False,21,,0,0,1727895978,1727895978,,79048153,CC BY-SA 4.0,https://stackoverflow.com/questions/79048153/antd-slider-not-dragging-via-its-tooltip-on-mobile-devices-working-on-pc,Antd Slider not dragging via it&#39;s tooltip on mobile devices (working on PC),,,true
"['javascript', 'reactjs', 'charts', 'scatter-plot', 'curve']","{'account_id': 388162, 'reputation': 739, 'user_id': 746917, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://i.sstatic.net/H4R1h.png?s=256', 'display_name': 'Yonder', 'link': 'https://stackoverflow.com/users/746917/yonder'}",False,22,,0,0,1727894635,1727894635,,79048098,CC BY-SA 4.0,https://stackoverflow.com/questions/79048098/how-to-draw-a-scatter-plot-with-curves-using-javascript,How to draw a scatter plot with curves using javascript,,,true
"['reactjs', 'html5-audio']","{'account_id': 15075934, 'reputation': 402, 'user_id': 10880066, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-PD2KPCHS94I/AAAAAAAAAAI/AAAAAAAAFXQ/VGXLOFUAv60/photo.jpg?sz=256', 'display_name': 'lp_nave', 'link': 'https://stackoverflow.com/users/10880066/lp-nave'}",False,52,,0,-1,1727928427,1727893392,1727928427.0,79048029,CC BY-SA 4.0,https://stackoverflow.com/questions/79048029/playing-background-music-fails-in-reactjs,Playing background music fails in ReactJS,,,true
"['javascript', 'reactjs', 'fabricjs']","{'account_id': 11377272, 'reputation': 385, 'user_id': 8341176, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-DnLVL_Mkuj0/AAAAAAAAAAI/AAAAAAAAAEw/G_vn7lxoTsg/photo.jpg?sz=256', 'display_name': 'COdeingNinja', 'link': 'https://stackoverflow.com/users/8341176/codeingninja'}",True,65,79068273.0,1,2,1728501091,1727892432,,79047982,CC BY-SA 4.0,https://stackoverflow.com/questions/79047982/how-to-image-upload-in-fabric-js-canva-with-react,How to image upload in Fabric js canva with react,,,true
"['reactjs', 'vimeo']","{'account_id': 25865165, 'reputation': 1, 'user_id': 19596976, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5a90a5649d147353ccc8be9093106f49?s=256&d=identicon&r=PG', 'display_name': 'Jonas Gundlach', 'link': 'https://stackoverflow.com/users/19596976/jonas-gundlach'}",False,21,,0,-1,1727891470,1727891470,,79047944,CC BY-SA 4.0,https://stackoverflow.com/questions/79047944/vimeo-wait-until-background-video-has-loaded-issue,Vimeo wait until background video has loaded issue,,,true
"['reactjs', 'typescript', 'electron', 'vite', 'electron-react']","{'account_id': 21241006, 'reputation': 11, 'user_id': 15624472, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/15d040668841c6f08b9825bb14037964?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Carlos Eduardo Rocha Miranda', 'link': 'https://stackoverflow.com/users/15624472/carlos-eduardo-rocha-miranda'}",False,55,,1,0,1727895531,1727891243,,79047932,CC BY-SA 4.0,https://stackoverflow.com/questions/79047932/electron-application-with-react-vite-and-typescript-cant-load-preload-script,"Electron application with React, Vite and Typescript can&#39;t load preload script",,,true
"['javascript', 'html', 'reactjs', 'pdf', 'html-to-pdf']","{'account_id': 24576732, 'reputation': 7, 'user_id': 18482466, 'user_type': 'registered', 'profile_image': 'https://i.sstatic.net/NDK7D.png?s=256', 'display_name': 'Bartek', 'link': 'https://stackoverflow.com/users/18482466/bartek'}",False,36,,0,0,1727890811,1727890663,1727890811.0,79047908,CC BY-SA 4.0,https://stackoverflow.com/questions/79047908/html-to-pdf-in-react-application,HTML to PDF in react application,,,true
"['javascript', 'reactjs', 'cors', 'cors-anywhere']","{'account_id': 14905366, 'reputation': 66, 'user_id': 14064791, 'user_type': 'registered', 'profile_image': 'https://i.sstatic.net/wiKxGdiY.jpg?s=256', 'display_name': 'Meet Bhalodi', 'link': 'https://stackoverflow.com/users/14064791/meet-bhalodi'}",True,55,,1,0,1727927309,1727890441,1727927309.0,79047893,,https://stackoverflow.com/questions/79047893/cors-error-while-fetching-favicons-from-external-api,CORS error while fetching favicons from external API,1727926765.0,Duplicate,true
"['javascript', 'reactjs', 'webcam', 'mediapipe']","{'account_id': 436588, 'reputation': 7799, 'user_id': 823859, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/a312155705e2fa1ce28841ddf6645da0?s=256&d=identicon&r=PG', 'display_name': 'Adam_G', 'link': 'https://stackoverflow.com/users/823859/adam-g'}",False,26,,0,0,1727895553,1727889206,1727895553.0,79047829,CC BY-SA 4.0,https://stackoverflow.com/questions/79047829/blurred-or-virtual-background-in-webcam-feed,Blurred or virtual background in webcam feed,,,true
"['reactjs', 'typescript', 'autocomplete', 'webstorm']","{'account_id': 24577093, 'reputation': 51, 'user_id': 18482784, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2bc1571a200f12eefcdf2b510ef5860d?s=256&d=identicon&r=PG', 'display_name': 'Default', 'link': 'https://stackoverflow.com/users/18482784/default'}",True,44,79083415.0,1,0,1728830354,1727885079,,79047610,CC BY-SA 4.0,https://stackoverflow.com/questions/79047610/react-autocomplete-typing-does-not-work-when-using-componentpropswithoutref,React. Autocomplete typing does not work when using ComponentPropsWithoutRef,,,true
"['reactjs', 'typescript', 'bun', 'spectral', 'orval']","{'account_id': 12427646, 'reputation': 11, 'user_id': 9051608, 'user_type': 'registered', 'profile_image': 'https://i.sstatic.net/PO0E2.jpg?s=256', 'display_name': 'Ross', 'link': 'https://stackoverflow.com/users/9051608/ross'}",False,85,,1,1,1728292452,1727884794,,79047593,CC BY-SA 4.0,https://stackoverflow.com/questions/79047593/running-orval-throws-a-syntaxerror-unexpected-token-error,Running Orval throws a SyntaxError: Unexpected token &#39;:&#39; error,,,true
"['reactjs', 'material-ui', 'navbar', 'sidenav']","{'account_id': 12942831, 'reputation': 91, 'user_id': 9358075, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-Gzy6gePNAl8/AAAAAAAAAAI/AAAAAAAAALQ/_S8n1w9DNLo/photo.jpg?sz=256', 'display_name': 'Zanatos', 'link': 'https://stackoverflow.com/users/9358075/zanatos'}",False,71,,1,0,1727904988,1727883275,1727893541.0,79047504,CC BY-SA 4.0,https://stackoverflow.com/questions/79047504/mui-dashboardlayout-default-state,MUI DashboardLayout Default State,,,true
"['javascript', 'reactjs', 'node.js', 'electron']","{'account_id': 10956531, 'reputation': 97, 'user_id': 8051130, 'user_type': 'registered', 'profile_image': 'https://i.sstatic.net/s3gwj.jpg?s=256', 'display_name': 'btolsen131', 'link': 'https://stackoverflow.com/users/8051130/btolsen131'}",False,17,,0,0,1727883254,1727883254,,79047502,CC BY-SA 4.0,https://stackoverflow.com/questions/79047502/how-do-i-bundle-my-react-app-as-full-files-with-electron-builder,How do i bundle my React app as full files with electron-builder,,,true
"['reactjs', 'text-to-speech', 'speech-synthesis']","{'account_id': 26038891, 'reputation': 11, 'user_id': 19743986, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3774e878c95f9d8bd36e5447d1a84afe?s=256&d=identicon&r=PG', 'display_name': 'Rayssa', 'link': 'https://stackoverflow.com/users/19743986/rayssa'}",False,20,,0,1,1727883228,1727883228,,79047499,CC BY-SA 4.0,https://stackoverflow.com/questions/79047499/speechsynthesis-dont-speak-the-hole-sentence,SpeechSynthesis dont speak the hole sentence,,,true
"['reactjs', 'highlight', 'mention']","{'account_id': 25617321, 'reputation': 60, 'user_id': 19389732, 'user_type': 'registered', 'profile_image': 'https://i.sstatic.net/AJmKMVo8.jpg?s=256', 'display_name': 'Kia S', 'link': 'https://stackoverflow.com/users/19389732/kia-s'}",False,31,,0,0,1727884704,1727882509,1727884189.0,79047447,CC BY-SA 4.0,https://stackoverflow.com/questions/79047447/how-to-implement-mention-hashtag-highlight-in-input-textarea-in-react,How to implement mention/hashtag highlight in input/textarea in react?,,,true
"['javascript', 'reactjs', 'url', 'react-router']","{'account_id': 26550614, 'reputation': 193, 'user_id': 20179987, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu3lqsX0fHuccAqxq0wNsDlIjjQU6QgU2JSfLxLM=k-s256', 'display_name': 'GABRIEL R GARCIA-AVILES', 'link': 'https://stackoverflow.com/users/20179987/gabriel-r-garcia-aviles'}",True,56,79047481.0,2,0,1728389941,1727878450,1727883557.0,79047157,CC BY-SA 4.0,https://stackoverflow.com/questions/79047157/trigger-a-re-render-when-window-location-search-changes,Trigger a re-render when window.location.search changes,,,true
"['reactjs', 'node.js']","{'account_id': 15921909, 'reputation': 237, 'user_id': 11488672, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f7043fb22e9ca98d6085cfba47eee138?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Mohamed', 'link': 'https://stackoverflow.com/users/11488672/mohamed'}",False,56,,1,-2,1728025739,1727877668,1727899551.0,79047107,CC BY-SA 4.0,https://stackoverflow.com/questions/79047107/why-do-i-have-to-restart-the-server-in-order-to-see-the-changes,Why do I have to restart the server in order to see the changes?,,,true
"['reactjs', 'react-query', 'tanstackreact-query']","{'account_id': 18847404, 'reputation': 328, 'user_id': 13747319, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/68aaee4250f67f54014adba576ac4f98?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Poor programmer', 'link': 'https://stackoverflow.com/users/13747319/poor-programmer'}",True,51,79047496.0,1,0,1727884076,1727877418,1727884076.0,79047094,CC BY-SA 4.0,https://stackoverflow.com/questions/79047094/tanstack-react-query-data-undefined-when-separating-api-call-service-and-hook-w,Tanstack React Query: Data Undefined When Separating API Call Service and Hook with Auth0,,,true
"['reactjs', 'typescript', 'types', 'graphql', 'typescript-generics']","{'account_id': 20563553, 'reputation': 1, 'user_id': 15093502, 'user_type': 'registered', 'profile_image': 'https://i.sstatic.net/7ckwY.png?s=256', 'display_name': 'nikzanda', 'link': 'https://stackoverflow.com/users/15093502/nikzanda'}",False,25,,0,0,1727875626,1727875626,,79046964,CC BY-SA 4.0,https://stackoverflow.com/questions/79046964/how-to-write-a-generic-component-in-tsx-that-accepts-an-array-of-types-for-each,How to write a generic component in TSX that accepts an array of types for each DocumentNode passed as a parameter,,,true
"['reactjs', 'material-ui']","{'account_id': 4477029, 'reputation': 3984, 'user_id': 3641900, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/1dc0dd92c0a8a1a95b67f37b6ca9377c?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Nemus', 'link': 'https://stackoverflow.com/users/3641900/nemus'}",False,16,,0,-1,1727873768,1727873768,,79046839,CC BY-SA 4.0,https://stackoverflow.com/questions/79046839/mui-move-an-arrow-over-the-edge-of-the-drawer-component,MUI - move an arrow over the edge of the Drawer component,,,true
"['javascript', 'reactjs', 'node.js', 'typescript', 'express']","{'account_id': 27061314, 'reputation': 98, 'user_id': 20613296, 'user_type': 'registered', 'profile_image': 'https://i.sstatic.net/MuYTk.jpg?s=256', 'display_name': 'Stephie B.Natalia', 'link': 'https://stackoverflow.com/users/20613296/stephie-b-natalia'}",False,43,,0,0,1727873461,1727873461,,79046824,CC BY-SA 4.0,https://stackoverflow.com/questions/79046824/property-sendfile-does-not-exist-on-type-response-in-express-typescript-appl,Property &#39;sendFile&#39; does not exist on type &#39;Response&#39; in Express TypeScript application,,,true
"['reactjs', 'typescript']","{'account_id': 9606741, 'reputation': 36834, 'user_id': 7132550, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://graph.facebook.com/1063981417044495/picture?type=large', 'display_name': 'Michał Turczyn', 'link': 'https://stackoverflow.com/users/7132550/micha%c5%82-turczyn'}",True,105,79047006.0,3,1,1728317530,1727871627,1728317530.0,79046729,CC BY-SA 4.0,https://stackoverflow.com/questions/79046729/cannot-use-react-19-new-use-hook,Cannot use React 19 new `use` hook,,,true
"['reactjs', 'material-ui']","{'account_id': 17867023, 'reputation': 433, 'user_id': 12979173, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fe609012ffd26652180685c7bcbde1fa?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'm_sultan', 'link': 'https://stackoverflow.com/users/12979173/m-sultan'}",False,18,,0,0,1727870844,1727870844,,79046679,CC BY-SA 4.0,https://stackoverflow.com/questions/79046679/mui-autocomplete-groupby-twice,MUI Autocomplete groupBy twice,,,true
"['reactjs', 'zod']","{'account_id': 29002395, 'reputation': 365, 'user_id': 22215704, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/79a66c90026617b79f61b79b1c4006d7?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'steve123', 'link': 'https://stackoverflow.com/users/22215704/steve123'}",False,19,,0,0,1727870744,1727870744,,79046670,CC BY-SA 4.0,https://stackoverflow.com/questions/79046670/correct-zod-schema-for-validation,Correct zod schema for validation,,,true
"['reactjs', 'tailwind-css']","{'account_id': 35017683, 'reputation': 3, 'user_id': 26923635, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9d0ae9d5522e4b087901064005e415d1?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'user26923635', 'link': 'https://stackoverflow.com/users/26923635/user26923635'}",True,28,79047629.0,1,0,1727885470,1727869266,,79046563,CC BY-SA 4.0,https://stackoverflow.com/questions/79046563/scrollleft-not-working-on-a-element-accessed-by-useref,scrollLeft not working on a element accessed by useRef,,,true
"['reactjs', 'express', 'deployment', 'cors', 'vercel']","{'account_id': 36145717, 'reputation': 11, 'user_id': 27588144, 'user_type': 'registered', 'profile_image': 'https://i.sstatic.net/7Az9w2ue.jpg?s=256', 'display_name': 'badiboytr', 'link': 'https://stackoverflow.com/users/27588144/badiboytr'}",False,64,,1,1,1727948159,1727869158,,79046552,CC BY-SA 4.0,https://stackoverflow.com/questions/79046552/cors-issue-between-react-frontend-and-express-backend-deployed-on-vercel,CORS issue between React frontend and Express backend deployed on Vercel,,,true
"['css', 'reactjs', 'material-ui', 'emotion']","{'account_id': 21862548, 'reputation': 35, 'user_id': 16153184, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/be13d00ebd95ac2e671fc30db329a79c?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Bimal Sunil', 'link': 'https://stackoverflow.com/users/16153184/bimal-sunil'}",True,34,79046701.0,1,0,1727872468,1727869072,1727872361.0,79046546,CC BY-SA 4.0,https://stackoverflow.com/questions/79046546/how-to-override-default-styles-in-material-ui-v5-compared-to-v4,How to override default styles in Material UI v5 compared to v4?,,,true
"['php', 'reactjs', 'symfony', 'jwt', 'symfony6']","{'account_id': 23996363, 'reputation': 21, 'user_id': 17981833, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c1c13aadbaa0f72844280e3c75a3aa3c?s=256&d=identicon&r=PG', 'display_name': 'KevSIO', 'link': 'https://stackoverflow.com/users/17981833/kevsio'}",False,42,,0,0,1727870305,1727865477,1727870305.0,79046327,CC BY-SA 4.0,https://stackoverflow.com/questions/79046327/401-unauthorized-when-validating-jwt-in-symfony-api,401 Unauthorized when validating JWT in Symfony API,,,true
"['javascript', 'reactjs', 'typescript', 'next.js']","{'account_id': 22803523, 'reputation': 45, 'user_id': 16955863, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gg8_ANWaeFVFRpmstQ56MQxoC3VW9qkLoutVSLZRw=k-s256', 'display_name': 'Md. Ta-Seen Fuad Jeem', 'link': 'https://stackoverflow.com/users/16955863/md-ta-seen-fuad-jeem'}",True,144,79047801.0,2,1,1727888758,1727864899,1727871733.0,79046311,CC BY-SA 4.0,https://stackoverflow.com/questions/79046311/next-js-automatically-resets-tsconfig-json-jsx-option-causing-react-import-wa,"Next.js automatically resets tsconfig.json &#39;jsx&#39; option, causing React import warnings in VS Code",,,true
"['javascript', 'reactjs', 'typescript', 'vite']","{'account_id': 35585589, 'reputation': 1, 'user_id': 27291572, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cacf99864bc9ab918bbff80a585e716b?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'anubhav adarsh', 'link': 'https://stackoverflow.com/users/27291572/anubhav-adarsh'}",False,68,,1,0,1727948190,1727863562,,79046237,CC BY-SA 4.0,https://stackoverflow.com/questions/79046237/path-alias-for-vite-typescript-react-not-working,Path alias for vite + typescript + react not working,,,true
"['reactjs', 'typescript', 'fabricjs']","{'account_id': 36127988, 'reputation': 1, 'user_id': 27578676, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a1fd1b0f7c691891d17cf630e836da3c?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'silly mail', 'link': 'https://stackoverflow.com/users/27578676/silly-mail'}",False,19,,0,0,1727860720,1727860720,,79046102,CC BY-SA 4.0,https://stackoverflow.com/questions/79046102/make-the-entire-area-of-a-canvas-overflow-object-selectable-with-fabric-js,Make the Entire Area of a Canvas Overflow Object Selectable with Fabric.js,,,true
"['reactjs', 'material-ui']","{'account_id': 18282742, 'reputation': 3093, 'user_id': 13311273, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhDN1-9fMTc1eWRay_inGJFCldR3IfJHW1I5ixIiQ=k-s256', 'display_name': 'Oki', 'link': 'https://stackoverflow.com/users/13311273/oki'}",True,37,79046149.0,1,0,1727863011,1727859152,1727863011.0,79046015,CC BY-SA 4.0,https://stackoverflow.com/questions/79046015/mui-swipeabledrawer-leaves-half-open,MUI SwipeableDrawer leaves half open,,,true
"['reactjs', 'redux', 'redux-toolkit', 'rtk-query', 'webpack-module-federation']","{'account_id': 25056895, 'reputation': 3, 'user_id': 18912172, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4b3c46738694827fc5109cb28c095e91?s=256&d=identicon&r=PG', 'display_name': 'kyrisss', 'link': 'https://stackoverflow.com/users/18912172/kyrisss'}",True,88,79049679.0,1,0,1727957210,1727858540,1727957210.0,79045981,CC BY-SA 4.0,https://stackoverflow.com/questions/79045981/redux-toolkit-rtk-query-dynamic-slice-injection-using-combineslices,redux toolkit + RTK query dynamic slice Injection using combineSlices,,,true
"['reactjs', 'react-native']","{'account_id': 14956555, 'reputation': 482, 'user_id': 10797659, 'user_type': 'registered', 'profile_image': 'https://i.sstatic.net/vHRTW.jpg?s=256', 'display_name': 'Mrityu', 'link': 'https://stackoverflow.com/users/10797659/mrityu'}",False,13,,0,0,1727857489,1727857489,,79045919,CC BY-SA 4.0,https://stackoverflow.com/questions/79045919/how-does-jsi-ensures-synchronicity,How does JSI ensures synchronicity?,,,true
"['reactjs', 'charts', 'linechart', 'recharts', 'yaxis']","{'account_id': 2792354, 'reputation': 65, 'user_id': 2402339, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://lh3.googleusercontent.com/a/ACg8ocIH6UMbPXYhDik7J4zCejP5xEhSxd0DAvMPRER5wNr3=k-s256', 'display_name': 'Mike W', 'link': 'https://stackoverflow.com/users/2402339/mike-w'}",False,23,,0,-1,1727853309,1727853309,,79045701,CC BY-SA 4.0,https://stackoverflow.com/questions/79045701/how-to-make-recharts-tick-cross-the-axis-line,How to make Recharts Tick cross the axis line,,,true
"['reactjs', 'sharepoint-online', 'react-context', 'spfx', 'sharepointframework']","{'account_id': 26814095, 'reputation': 7, 'user_id': 24976782, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7d1deadb46612fbcf4bb743d181b39c5?s=256&d=identicon&r=PG', 'display_name': 'Bhoomesh Joshi', 'link': 'https://stackoverflow.com/users/24976782/bhoomesh-joshi'}",False,35,,0,-2,1727844279,1727844279,,79045374,CC BY-SA 4.0,https://stackoverflow.com/questions/79045374/is-there-a-way-to-split-context-file-into-multiple-files,Is there a way to split context file into multiple files?,,,true
"['reactjs', 'typescript', 'pdf', 'react-pdfrenderer']","{'account_id': 26444922, 'reputation': 611, 'user_id': 20088885, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/89e6ba7f1a8ee7387ff55f9216fcf294?s=256&d=identicon&r=PG', 'display_name': 'Stykgwar', 'link': 'https://stackoverflow.com/users/20088885/stykgwar'}",False,194,,1,-3,1727867842,1727840842,1727845602.0,79045293,CC BY-SA 4.0,https://stackoverflow.com/questions/79045293/why-do-i-get-this-error-bindingerror-expected-null-or-instance-of-config-act-p,"why do I get this error BindingError: Expected null or instance of Config,…act-pdf/renderer/lib/react-pdf.browser.js:4268:9",,,true
"['reactjs', 'authentication', 'tailwind-css', 'antd', 'sidebar']","{'account_id': 21216423, 'reputation': 1, 'user_id': 15603956, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgOjzx6TpKYHpVp19AhSeWyoYawPydeJHNp9uAzTw=k-s256', 'display_name': 'Poknat The Doggo', 'link': 'https://stackoverflow.com/users/15603956/poknat-the-doggo'}",False,31,,0,0,1727841514,1727837919,1727841514.0,79045214,CC BY-SA 4.0,https://stackoverflow.com/questions/79045214/sidebar-flickering-re-rendering-after-refresh-in-browser,Sidebar Flickering/Re-rendering after refresh in browser,,,true
"['javascript', 'reactjs', 'dom', 'rendering', 'virtual-dom']","{'account_id': 12908158, 'reputation': 1951, 'user_id': 9334823, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/05a0cb542a653812686b7a812831cdda?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'gib65', 'link': 'https://stackoverflow.com/users/9334823/gib65'}",True,95,,3,1,1728288256,1727837874,,79045213,,https://stackoverflow.com/questions/79045213/how-does-react-update-only-the-parts-of-the-dom-that-need-updating,How does React update only the parts of the DOM that need updating?,1728532099.0,Needs more focus,true
